Year;Plot;Subplot;Plant;Seeds_GF;Fruit_GF;visits_GF;ID;homo_motif;hete_motif;Strength;StrengthIn;StrengthOut;Degree;DegreeIn;DegreeOut;PageRank;Hub;Authority;Katz;Multiplexity;Kcore
2020;2;C5;LEMA;666;6;2;Andrena_sp.;1;3;145.832.076.420.312;0.458320764203117;1;6;3;3;0.0954884760593406;0.655380177471047;2,92E+09;0.00119556126631237;0.2;6
2020;2;C5;LEMA;666;6;5;Brassicogethes_sp.;33;0;145.832.076.420.312;0.458320764203117;1;6;3;3;0.0954884760593406;0.655380177471047;2,92E+09;0.00119556126631237;0.2;6
2020;2;C5;LEMA;666;6;1;Psilothrix_viridicoerulea;19;0;145.832.076.420.312;0.458320764203117;1;6;3;3;0.0954884760593406;0.655380177471047;2,92E+09;0.00119556126631237;0.2;6
2020;2;C5;PUPA;119;5.666.666.666.666.660;2;Andrena_sp.;1;3;1.5;0.5;1;2;1;1;0.0615856754044546;0.00152701667990128;6,73E+10;0.00188798536254007;0.2;2
2020;2;C5;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C6;BEMA;56;14;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C6;CETE;1221;11;1;Andrena_sp.;0;4;2;1;1;2;1;1;0.0729089265177706;0.00146747333657201;0.0013946707738778;0.00202683850223631;0.2;2
2020;2;C6;LEMA;410;5;1;Andrena_sp.;1;3;126.435.394.670.689;0.264353946706888;1;6;3;3;0.0770015529761929;0.481982292085965;1,46E+09;9,92E+10;0.2;6
2020;2;C6;LEMA;410;5;2;Brassicogethes_sp.;33;0;126.435.394.670.689;0.264353946706888;1;6;3;3;0.0770015529761929;0.481982292085965;1,46E+09;9,92E+10;0.2;6
2020;2;C6;LEMA;410;5;2;Psilothrix_viridicoerulea;19;0;126.435.394.670.689;0.264353946706888;1;6;3;3;0.0770015529761929;0.481982292085965;1,46E+09;9,92E+10;0.2;6
2020;2;C6;PUPA;1200;12;2;Andrena_sp.;1;3;3.15;2.15;1;8;4;4;0.12182331888249;4,42E+10;7,31E+10;6,75E+09;0.2;2
2020;2;C6;PUPA;1200;12;1;Bombilus_major;1;1;3.15;2.15;1;8;4;4;0.12182331888249;4,42E+10;7,31E+10;6,75E+09;0.2;2
2020;2;C6;PUPA;1200;12;2;Conophorus_sp.;0;0;3.15;2.15;1;8;4;4;0.12182331888249;4,42E+10;7,31E+10;6,75E+09;0.2;2
2020;2;C6;PUPA;1200;12;2;Small bee 1_8_6;2;1;3.15;2.15;1;8;4;4;0.12182331888249;4,42E+10;7,31E+10;6,75E+09;0.2;2
2020;2;C6;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D1;BEMA;72;18;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D1;CETE;777;7;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D1;CHFU;32;1;1;Eucera_sp.;0;0;2;1;1;2;1;1;0.101844018309277;0;0;1,57E+09;0.2;2
2020;2;D1;LEMA;290;5;4;Brassicogethes_sp.;33;0;10.517.848.164.907;0.0517848164906988;1;4;2;2;0.0744857812614467;0.838452100072751;1,89E+06;0.0012034651291674;0.2;4
2020;2;D1;LEMA;290;5;1;Psilothrix_viridicoerulea;19;0;10.517.848.164.907;0.0517848164906988;1;4;2;2;0.0744857812614467;0.838452100072751;1,89E+06;0.0012034651291674;0.2;4
2020;2;D1;PUPA;207;9;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D1;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D2;BEMA;312;78;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D2;CETE;666;6;2;1_29_5;1;3;1.5;0.5;1;2;1;1;0.063491125490352407;6,74E+04;5,00E+10;1,95E+10;0.2;2
2020;2;D2;LEMA;432;9;1;1_29_5;2;2;139.165.409.753.645;0.39165409753645;1;6;3;3;0.0907650598769912;0.744655112400332;2,20E+06;0.00110141998312655;0.2;6
2020;2;D2;LEMA;432;9;5;Brassicogethes_sp.;48;0;139.165.409.753.645;0.39165409753645;1;6;3;3;0.0907650598769912;0.744655112400332;2,20E+06;0.00110141998312655;0.2;6
2020;2;D2;LEMA;432;9;1;Psilothrix_viridicoerulea;4;0;139.165.409.753.645;0.39165409753645;1;6;3;3;0.0907650598769912;0.744655112400332;2,20E+06;0.00110141998312655;0.2;6
2020;2;D2;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D2;SOAS;330;6;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D3;BEMA;240;60;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D3;CETE;2220;20;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D3;CHFU;256;8;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D3;LEMA;384;12;4;Brassicogethes_sp.;48;0;102.614.379.084.967;0.0261437908496732;1;2;1;1;0.0691129056521196;1;1,02E+06;0.00136134732082454;0.2;2
2020;2;D3;PUPA;92;4;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D3;SCLA;77.5;2.5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D4;BEMA;64;16;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D4;CETE;1665;15;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D4;CHFU;202;2;1;Ulidiidae;4;0;105.882.352.941.176;0.0588235294117647;1;2;1;1;0.0640825959800786;0;0;1,57E+09;0.2;2
2020;2;D4;LEMA;174;6;4;Brassicogethes_sp.;33;0;102.614.379.084.967;0.0261437908496732;1;2;1;1;0.0691129056521196;1;1,02E+06;0.00136134732082454;0.2;2
2020;2;D4;SCLA;31;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D5;BEMA;148;37;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D5;CETE;3108;28;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D5;LEMA;570;10;1;1_29_5;2;2;137.858.220.211.161;0.378582202111614;1;6;3;3;0.0800782988421689;0.642517157360465;1,69E+08;9,97E+10;0.2;6
2020;2;D5;LEMA;570;10;3;Brassicogethes_sp.;48;0;137.858.220.211.161;0.378582202111614;1;6;3;3;0.0800782988421689;0.642517157360465;1,69E+08;9,97E+10;0.2;6
2020;2;D5;LEMA;570;10;1;Psilothrix_viridicoerulea;19;0;137.858.220.211.161;0.378582202111614;1;6;3;3;0.0800782988421689;0.642517157360465;1,69E+08;9,97E+10;0.2;6
2020;2;D5;PUPA;92;4;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D5;SCLA;46.5;1.5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D6;BEMA;88;22;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D6;CETE;2331;21;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;D6;LEMA;462;6;2;Andrena_sp.;0;0;148.999.497.234.791;0.489994972347914;1;6;3;3;0.0902040857257614;0.375366060070842;2,92E+09;9,46E+10;0.2;6
2020;2;D6;LEMA;462;6;2;Brassicogethes_sp.;48;0;148.999.497.234.791;0.489994972347914;1;6;3;3;0.0902040857257614;0.375366060070842;2,92E+09;9,46E+10;0.2;6
2020;2;D6;LEMA;462;6;3;Psilothrix_viridicoerulea;19;0;148.999.497.234.791;0.489994972347914;1;6;3;3;0.0902040857257614;0.375366060070842;2,92E+09;9,46E+10;0.2;6
2020;2;D6;SCLA;31;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E1;BEMA;92;23;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E1;CETE;999;9;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E1;LEMA;408;4;7;Brassicogethes_sp.;53;0;137.908.496.732.026;0.379084967320261;1;4;2;2;0.093255627763022;0.878021864075311;1,84E+06;0.00123249864201385;0.2;4
2020;2;E1;LEMA;408;4;1;Mordellidae;1;0;137.908.496.732.026;0.379084967320261;1;4;2;2;0.093255627763022;0.878021864075311;1,84E+06;0.00123249864201385;0.2;4
2020;2;E1;PUPA;92;4;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E1;SCLA;124;4;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E1;SOAS;165;3;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E2;BEMA;104;26;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E2;CETE;1332;12;2;Small bee 1_8_6;0;3;2;1;1;2;1;1;0.0921745424465129;2,16E+09;6,75E+07;1,55E+10;0.2;2
2020;2;E2;CHFU;336;12;1;Andrena_jar4;0;0;2;1;1;2;1;1;0.101844018309278;0;0;1,57E+09;0.2;2
2020;2;E2;LEMA;1540;14;6;Brassicogethes_sp.;38;0;181.271.995.977.878;0.812719959778783;1;8;4;4;0.111746579548568;0.586724600046973;3,40E+06;9,16E+10;0.2;6
2020;2;E2;LEMA;1540;14;2;Musca_sp.;7;0;181.271.995.977.878;0.812719959778783;1;8;4;4;0.111746579548568;0.586724600046973;3,40E+06;9,16E+10;0.2;6
2020;2;E2;LEMA;1540;14;2;Psilothrix_viridicoerulea;23;0;181.271.995.977.878;0.812719959778783;1;8;4;4;0.111746579548568;0.586724600046973;3,40E+06;9,16E+10;0.2;6
2020;2;E2;LEMA;1540;14;1;Sphaerophoria_scripta;1;0;181.271.995.977.878;0.812719959778783;1;8;4;4;0.111746579548568;0.586724600046973;3,40E+06;9,16E+10;0.2;6
2020;2;E2;PUPA;138;6;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E3;BEMA;60;15;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E3;CETE;1221;11;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E3;CHFU;384;12;1;Ulidiidae;0;0;105.882.352.941.176;0.0588235294117647;1;2;1;1;0.0640825959800786;0;0;1,57E+09;0.2;2
2020;2;E3;LEMA;930;6;5;Brassicogethes_sp.;48;0;155.832.076.420.312;0.558320764203117;1;6;3;3;0.0889206088517057;0.743198401904316;2,24E+06;0.00109680983405499;0.2;4
2020;2;E3;LEMA;930;6;1;Psilothrix_viridicoerulea;4;0;155.832.076.420.312;0.558320764203117;1;6;3;3;0.0889206088517057;0.743198401904316;2,24E+06;0.00109680983405499;0.2;4
2020;2;E3;LEMA;930;6;1;Sphaerophoria_scripta;1;0;155.832.076.420.312;0.558320764203117;1;6;3;3;0.0889206088517057;0.743198401904316;2,24E+06;0.00109680983405499;0.2;4
2020;2;E3;SOAS;8.066.666.666.666.660;14.666.666.666.666.600;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E4;BEMA;264;66;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E4;CETE;555;5;2;1_29_5;1;3;1.5;0.5;1;2;1;1;0.063491125490352407;6,74E+04;5,00E+09;1,95E+10;0.2;2
2020;2;E4;CHFU;32;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E4;LEMA;234;13;6;Brassicogethes_sp.;33;0;109.049.773.755.656;0.0904977375565611;1;4;2;2;0.090545417905596;0.798065125090939;3,28E+06;0.00116399458125312;0.2;4
2020;2;E4;LEMA;234;13;2;Psilothrix_viridicoerulea;19;0;109.049.773.755.656;0.0904977375565611;1;4;2;2;0.090545417905596;0.798065125090939;3,28E+06;0.00116399458125312;0.2;4
2020;2;E4;SCLA;31;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E4;SOAS;385;7;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E5;BEMA;320;80;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E5;CETE;555;5;2;Bombyliidae;1;5;166.666.666.666.667;0.666666666666667;1;2;1;1;0.0696840442337025;0.00291749240287981;0.0016026627502978;0.218554813492378;0.2;2
2020;2;E5;LEMA;637;14;1;1_29_5;2;2;142.986.425.339.367;0.429864253393665;1;6;3;3;0.0908240500608231;0.513872398218548;3,44E+06;8,76E+10;0.2;6
2020;2;E5;LEMA;637;14;3;Brassicogethes_sp.;48;0;142.986.425.339.367;0.429864253393665;1;6;3;3;0.0908240500608231;0.513872398218548;3,44E+06;8,76E+10;0.2;6
2020;2;E5;LEMA;637;14;3;Psilothrix_viridicoerulea;19;0;142.986.425.339.367;0.429864253393665;1;6;3;3;0.0908240500608231;0.513872398218548;3,44E+06;8,76E+10;0.2;6
2020;2;E5;PUPA;207;9;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E5;SCLA;93;3;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E6;BEMA;152;38;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E6;CETE;777;7;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E6;LEMA;415;5;2;Brassicogethes_sp.;48;0;134.640.522.875.817;0.34640522875817;1;4;2;2;0.0665387251759663;0.674724970867497;5,71E+05;0.00101775084399603;0.2;4
2020;2;E6;LEMA;415;5;1;Mordellidae;0;0;134.640.522.875.817;0.34640522875817;1;4;2;2;0.0665387251759663;0.674724970867497;5,71E+05;0.00101775084399603;0.2;4
2020;2;E6;PUPA;231;16.5;1;Bombilus_major;0;2;1.25;0.25;1;2;1;1;0.0629493931652361;4,96E+08;3,24E+08;1,45E+10;0.2;2
2020;2;E6;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;E6;SOAS;275;5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F1;BEMA;56;14;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F1;CETE;1221;11;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F1;LEMA;342;6;4;Brassicogethes_sp.;33;0;410.947.712.418.301;310.947.712.418.301;1;10;5;5;0.135501994205393;0.369238971454451;1,35E+06;6,27E+10;0.2;4
2020;2;F1;LEMA;342;6;1;Cryptocephalus_sp.;0;0;410.947.712.418.301;310.947.712.418.301;1;10;5;5;0.135501994205393;0.369238971454451;1,35E+06;6,27E+10;0.2;4
2020;2;F1;LEMA;342;6;2;Musca_jar_H;1;0;410.947.712.418.301;310.947.712.418.301;1;10;5;5;0.135501994205393;0.369238971454451;1,35E+06;6,27E+10;0.2;4
2020;2;F1;LEMA;342;6;3;Oedemeridae;1;0;410.947.712.418.301;310.947.712.418.301;1;10;5;5;0.135501994205393;0.369238971454451;1,35E+06;6,27E+10;0.2;4
2020;2;F1;LEMA;342;6;1;Ulidiidae;0;0;410.947.712.418.301;310.947.712.418.301;1;10;5;5;0.135501994205393;0.369238971454451;1,35E+06;6,27E+10;0.2;4
2020;2;F1;SCLA;31;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F1;SOAS;220;4;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F2;BEMA;64;16;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F2;CETE;1887;17;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F2;CHFU;96;3;1;Ulidiidae;4;0;105.882.352.941.176;0.0588235294117647;1;2;1;1;0.0640825959800786;0;0;1,57E+09;0.2;2
2020;2;F2;LEMA;585;10;4;Bee_4.19.5;0;0;311.051.693.404.635;211.051.693.404.635;1;8;4;4;0.117033241571857;0.342926106636702;1,40E+09;0.0134513923018806;0.2;4
2020;2;F2;LEMA;585;10;1;Black_small_fly;0;0;311.051.693.404.635;211.051.693.404.635;1;8;4;4;0.117033241571857;0.342926106636702;1,40E+09;0.0134513923018806;0.2;4
2020;2;F2;LEMA;585;10;1;Bombyliidae;3;3;311.051.693.404.635;211.051.693.404.635;1;8;4;4;0.117033241571857;0.342926106636702;1,40E+09;0.0134513923018806;0.2;4
2020;2;F2;LEMA;585;10;3;Brassicogethes_sp.;48;0;311.051.693.404.635;211.051.693.404.635;1;8;4;4;0.117033241571857;0.342926106636702;1,40E+09;0.0134513923018806;0.2;4
2020;2;F3;BEMA;112;28;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F3;CETE;555;5;1;Bombilus_major;0;0;1.2;0.2;1;2;1;1;0.0614259732499627;1,74E+09;6,41E+06;1,15E+10;0.2;2
2020;2;F3;LEMA;924;12;4;Brassicogethes_sp.;48;0;10.517.848.164.907;0.0517848164906988;1;4;2;2;0.0744857812614467;0.838452100072751;1,89E+06;0.0012034651291674;0.2;4
2020;2;F3;LEMA;924;12;1;Psilothrix_viridicoerulea;19;0;10.517.848.164.907;0.0517848164906988;1;4;2;2;0.0744857812614467;0.838452100072751;1,89E+06;0.0012034651291674;0.2;4
2020;2;F4;BEMA;152;38;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F4;CETE;888;8;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F4;CHFU;64;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F4;LEMA;945;15;6;Brassicogethes_sp.;53;0;346.549.773.755.656;246.549.773.755.656;1;10;5;5;0.136137738701363;0.49777473691479;4,28E+06;8,24E+10;0.2;6
2020;2;F4;LEMA;945;15;1;Cerambycidae;0;0;346.549.773.755.656;246.549.773.755.656;1;10;5;5;0.136137738701363;0.49777473691479;4,28E+06;8,24E+10;0.2;6
2020;2;F4;LEMA;945;15;1;Eristalis_sp.;0;0;346.549.773.755.656;246.549.773.755.656;1;10;5;5;0.136137738701363;0.49777473691479;4,28E+06;8,24E+10;0.2;6
2020;2;F4;LEMA;945;15;3;Musca_sp.;7;0;346.549.773.755.656;246.549.773.755.656;1;10;5;5;0.136137738701363;0.49777473691479;4,28E+06;8,24E+10;0.2;6
2020;2;F4;LEMA;945;15;2;Psilothrix_viridicoerulea;23;0;346.549.773.755.656;246.549.773.755.656;1;10;5;5;0.136137738701363;0.49777473691479;4,28E+06;8,24E+10;0.2;6
2020;2;F4;SOAS;880;16;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F5;BEMA;200;50;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F5;CETE;666;6;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F5;CHMI;70;5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F5;LEMA;792;9;2;Brassicogethes_sp.;15;0;103.871.292.106.586;0.0387129210658622;1;4;2;2;0.0637990202266245;0.730753500121252;1,38E+06;0.00109821033472931;0.2;4
2020;2;F5;LEMA;792;9;1;Psilothrix_viridicoerulea;4;0;103.871.292.106.586;0.0387129210658622;1;4;2;2;0.0637990202266245;0.730753500121252;1,38E+06;0.00109821033472931;0.2;4
2020;2;F5;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F6;BEMA;96;24;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F6;CETE;1776;16;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F6;LEMA;385;5;1;Brassicogethes_sp.;33;0;115.717.697.335.344;0.157176973353444;1;6;3;3;0.064613583040195;0.406496608058304;1,28E+06;7,46E+07;0.2;6
2020;2;F6;LEMA;385;5;1;Musca_sp.;7;0;115.717.697.335.344;0.157176973353444;1;6;3;3;0.064613583040195;0.406496608058304;1,28E+06;7,46E+07;0.2;6
2020;2;F6;LEMA;385;5;1;Psilothrix_viridicoerulea;19;0;115.717.697.335.344;0.157176973353444;1;6;3;3;0.064613583040195;0.406496608058304;1,28E+06;7,46E+07;0.2;6
2020;2;F6;PUPA;3.373.333.333.333.330;14.666.666.666.666.600;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;F6;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A1;CHFU;64;2;1;Ulidiidae;3;0;1.1;0.1;1;2;1;1;0.0961155503139633;0;0;1,55E+09;0.2;2
2020;3;A1;LEMA;58;1;4;Brassicogethes_sp.;29;0;108.579.272.477.694;0.0857927247769389;1;4;2;2;0.108393520676869;0.860491941073302;5,85E+06;7,96E+09;0.2;4
2020;3;A1;LEMA;58;1;1;Psilothrix_viridicoerulea;17;0;108.579.272.477.694;0.0857927247769389;1;4;2;2;0.108393520676869;0.860491941073302;5,85E+06;7,96E+09;0.2;4
2020;3;A1;PUPA;230;10;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A2;CETE;1720.5;15.5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A2;CHFU;96;3;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A2;LEMA;348;6;2;Brassicogethes_sp.;12;0;107.481.125.600.549;0.0748112560054907;1;4;2;2;0.100575630356881;0.912807463170814;2,97E+06;5,49E+10;0.2;4
2020;3;A2;LEMA;348;6;2;Psilothrix_viridicoerulea;17;0;107.481.125.600.549;0.0748112560054907;1;4;2;2;0.100575630356881;0.912807463170814;2,97E+06;5,49E+10;0.2;4
2020;3;A3;BEMA;224;56;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A3;CETE;1221;11;2;Small bee 1_8_6;0;2;2;1;1;2;1;1;0.115787496219041;3,33E+09;1,86E+05;8,05E+08;0.2;2
2020;3;A3;CHFU;288;9;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A3;CHMI;518;37;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A3;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A4;BEMA;40;10;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A4;CETE;777;7;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A4;CHMI;304;5.333.333.333.333.330;1;Musca_sp.;1;0;133.333.333.333.333;0.333333333333333;1;2;1;1;0.0999951675175161;0;0;1,55E+09;0.2;2
2020;3;A4;LEMA;116;2;2;Andrena_sp.;1;2;173.118.279.569.892;0.731182795698925;1;4;2;2;0.12784446592703;0.558833961787481;1,20E+10;0.0327652117664369;0.2;4
2020;3;A4;LEMA;116;2;4;Brassicogethes_sp.;17;0;173.118.279.569.892;0.731182795698925;1;4;2;2;0.12784446592703;0.558833961787481;1,20E+10;0.0327652117664369;0.2;4
2020;3;A4;PUPA;580.5;13.5;2;Andrena_sp.;0;3;2;1;1;2;1;1;0.0934012836547156;0.00246669898857261;0.00217225439538551;0.219945737995722;0.2;2
2020;3;A5;CETE;666;6;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A5;PUPA;471.5;20.5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A6;CETE;1221;11;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;A6;PUPA;161;7;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B1;CETE;333;3;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B1;CHFU;32;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B1;CHMI;42;3;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B1;LEMA;36;1;1;Psilothrix_viridicoerulea;17;0;102.127.659.574.468;0.0212765957446809;1;2;1;1;0.0738904568781231;1;2,77E+04;1,39E+10;0.2;2
2020;3;B1;PUPA;330;11;1;Bombilus_major;0;0;333.333.333.333.333;233.333.333.333.333;1;6;3;3;0.13129831985871;6,48E+05;0.00303400355198676;7,29E+09;0.2;2
2020;3;B1;PUPA;330;11;1;Pieris_brassicae;2;0;333.333.333.333.333;233.333.333.333.333;1;6;3;3;0.13129831985871;6,48E+05;0.00303400355198676;7,29E+09;0.2;2
2020;3;B1;PUPA;330;11;1;Tabanidae;0;1;333.333.333.333.333;233.333.333.333.333;1;6;3;3;0.13129831985871;6,48E+05;0.00303400355198676;7,29E+09;0.2;2
2020;3;B2;BEMA;20;5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B2;CHMI;28;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B2;LEMA;174;3;1;Brassicogethes_sp.;12;0;103.740.562.800.275;0.0374056280027454;1;4;2;2;0.0825162228277998;0.912807463170813;1,48E+06;5,49E+10;0.2;4
2020;3;B2;LEMA;174;3;1;Psilothrix_viridicoerulea;17;0;103.740.562.800.275;0.0374056280027454;1;4;2;2;0.0825162228277998;0.912807463170813;1,48E+06;5,49E+10;0.2;4
2020;3;B3;BEMA;36;9;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B3;CETE;777;7;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B3;CHFU;64;2;1;Black_small_fly;0;0;2;1;1;2;1;1;0.137507872637303;0;0;1,55E+09;0.2;2
2020;3;B3;CHMI;14;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B3;LEMA;735;14;1;Brassicogethes_sp.;12;0;103.740.562.800.275;0.0374056280027454;1;4;2;2;0.0825162228278155;0.912807463170813;1,48E+06;5,49E+10;0.2;4
2020;3;B3;LEMA;735;14;1;Psilothrix_viridicoerulea;12;0;103.740.562.800.275;0.0374056280027454;1;4;2;2;0.0825162228278155;0.912807463170813;1,48E+06;5,49E+10;0.2;4
2020;3;B4;CETE;222;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B4;CHMI;42;3;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B4;PUPA;78;13;2;Small bee 1_8_6;7;7;115.384.615.384.615;0.153846153846154;1;2;1;1;0.0827019504908186;6,88E+06;0.00111841687683795;5,80E+10;0.2;2
2020;3;B4;SCLA;77.5;2.5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B5;BEMA;96;24;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;3;B5;LEMA;2.966.666.666.666.660;5;1;Andrena_sp.;1;2;185.277.088.502.895;0.85277088502895;1;8;4;4;0.131202730103336;0.316881133512223;6,07E+09;0.0170340686418387;0.2;6
2020;3;B5;LEMA;2.966.666.666.666.660;5;2;Brassicogethes_sp.;29;0;185.277.088.502.895;0.85277088502895;1;8;4;4;0.131202730103336;0.316881133512223;6,07E+09;0.0170340686418387;0.2;6
2020;3;B5;LEMA;2.966.666.666.666.660;5;1;Malachius_bipustulatus;2;0;185.277.088.502.895;0.85277088502895;1;8;4;4;0.131202730103336;0.316881133512223;6,07E+09;0.0170340686418387;0.2;6
2020;3;B5;LEMA;2.966.666.666.666.660;5;2;Small bee 1_8_6;6;8;185.277.088.502.895;0.85277088502895;1;8;4;4;0.131202730103336;0.316881133512223;6,07E+09;0.0170340686418387;0.2;6
2020;3;B5;PUPA;678.5;11.5;3;Small bee 1_8_6;7;7;123.076.923.076.923;0.230769230769231;1;2;1;1;0.0918245180868323;6,88E+06;0.00167762531525694;5,80E+10;0.2;2
2020;3;B5;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
