Day;Month;Year;Plot ;Subplot;Group;Order;Family;Species; Visits;Plant;Plant_Simple;
17;3;2016;9;E4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;9;E4;Fly;Diptera;NA;NA;1;BEMA;BEMA;
17;3;2016;9;E5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
17;3;2016;9;E4;Beetle;Coleoptera;NA;NA;1;CHFU;CHFU;
17;3;2016;9;E4;Beetle;Coleoptera;NA;NA;1;BEMA;BEMA;
17;3;2016;9;E6;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;9;F6;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
17;3;2016;8;B5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
17;3;2016;8;C3;Beetle;Coleoptera;NA;NA;1;CHFU;CHFU;
17;3;2016;8;B6;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;8;D6;Fly;Diptera;NA;NA;1;BEMA;BEMA;
17;3;2016;8;C4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;8;D4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;8;C1;Fly;Diptera;Syrphidae;NA;1;BEMA;BEMA;
17;3;2016;8;D3;Beetle;Coleoptera;NA;NA;1;CHFU;CHFU;
17;3;2016;8;F1;Bee;Hymenoptera;Andrenidae;Andrena_sp.;1;BEMA;BEMA;
17;3;2016;7;E1;Fly;Diptera;Syrphidae;NA;1;CHFU;CHFU;
17;3;2016;7;B4;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
17;3;2016;7;E4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;7;C6;Fly;Diptera;Syrphidae;NA;1;BEMA;BEMA;
17;3;2016;7;E1;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
17;3;2016;7;D5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;6;A5;Butterfly;Lepidoptera;Pieridae;Colias_croceus;1;LEMA;LEMA;
17;3;2016;6;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;6;B5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;6;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;6;B1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;6;B1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;6;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;5;B2;Fly;Diptera;NA;NA;1;SPRU;SPRU;
17;3;2016;5;B3;Fly;Diptera;NA;NA;1;ME;ME;
17;3;2016;5;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;4;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;4;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;4;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;4;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;4;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;4;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;4;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;3;A1;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;LEMA;LEMA;
17;3;2016;3;D4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;3;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;3;D1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;3;D1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;3;D4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;2;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;2;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;2;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;1;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;1;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;1;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;1;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;E5;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
26;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;E1;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;LEMA;LEMA;
26;3;2016;1;E1;Bee;Hymenoptera;Apidae;Eucera_sp.;1;LEMA;LEMA;
26;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;E1;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
26;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;F3;Fly;Diptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;F3;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
26;3;2016;2;F6;Fly;Diptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;3;D5;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
26;3;2016;3;D5;Fly;Diptera;NA;NA;1;LEMA;LEMA;
26;3;2016;3;D3;Fly;Diptera;Syrphidae;Sphaerophoria_sp.;1;LEMA;LEMA;
26;3;2016;3;D3;Bee;Hymenoptera;Apidae;Eucera_sp.;1;LEMA;LEMA;
26;3;2016;3;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;3;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;3;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;3;E6;Fly;Diptera;NA;NA;1;LEMA;LEMA;
26;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;3;A4;Butterfly;Lepidoptera;Pieridae;Colias_croceus;1;LEMA;LEMA;
26;3;2016;3;A5;Butterfly;Lepidoptera;Pieridae;Colias_croceus;1;LEMA;LEMA;
26;3;2016;3;E3;Fly;Diptera;NA;NA;1;LEMA;LEMA;
26;3;2016;4;D2;Fly;Diptera;Syrphidae;NA;1;SPRU;SPRU;
26;3;2016;4;A5;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
26;3;2016;4;A5;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;ME;ME;
26;3;2016;4;C4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;4;C5;Bee;Hymenoptera;Halictidae;Sphecodes_sp.;1;LEMA;LEMA;
26;3;2016;4;A2;Fly;Diptera;Syrphidae;NA;1;SPRU;SPRU;
26;3;2016;4;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;4;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;4;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;4;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;4;D3;Fly;Diptera;Syrphidae;NA;1;LEMA;LEMA;
26;3;2016;4;D4;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
26;3;2016;4;A2;Butterfly;Lepidoptera;Pieridae;Euchloe_sp. ;1;LEMA;LEMA;
26;3;2016;5;C2;Bee;Hymenoptera;Andrenidae;NA;1;LEMA;LEMA;
26;3;2016;5;C2;Fly;Diptera;Syrphidae;NA;1;ME;ME;
26;3;2016;5;A3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;6;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
26;3;2016;6;D4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;C5;Bee;Hymenoptera;Andrenidae;NA;1;LEMA;LEMA;
1;4;2016;1;F2;Bee;Hymenoptera;Apidae;Eucera_sp.;1;LEMA;LEMA;
1;4;2016;1;C6;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
1;4;2016;1;C1;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;LEMA;LEMA;
1;4;2016;1;F4;Fly;Diptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;A1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;B6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;D1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;E3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;E3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;1;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;E3;Fly;Diptera;Bibionidae;Dilophus_sp.;1;LEMA;LEMA;
1;4;2016;2;C1;Fly;Diptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;B6;Fly;Diptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A4;Fly;Diptera;NA;NA;1;ME;ME;
1;4;2016;2;B4;Fly;Diptera;NA;NA;1;ME;ME;
1;4;2016;2;B6;Fly;Diptera;Syrphidae;NA;1;LEMA;LEMA;
1;4;2016;2;B4;Fly;Diptera;NA;NA;1;ME;ME;
1;4;2016;2;B4;Fly;Diptera;NA;NA;1;ME;ME;
1;4;2016;2;A5;Bee;Hymenoptera;Halictidae;Sphecodes_sp.;1;ME;ME;
1;4;2016;2;A6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;A1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;2;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;A4;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
1;4;2016;3;E4;Fly;Diptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;C5;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
1;4;2016;3;B1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;C2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;B2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;3;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;4;B6;Butterfly;Lepidoptera;Pieridae;Colias_croceus;1;ME;ME;
1;4;2016;4;A6;Beetle;Coleoptera;NA;NA;1;ME;ME;
1;4;2016;4;C6;Beetle;Coleoptera;NA;NA;1;ME;ME;
1;4;2016;4;F1;Fly;Diptera;Syrphidae;NA;1;ME;ME;
1;4;2016;4;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
1;4;2016;5;NA;NA;NA;NA;NA;1;LEMA;LEMA;
1;4;2016;5;NA;NA;NA;NA;NA;1;ME;ME;
1;4;2016;6;C3;NA;NA;NA;NA;1;BEMA;BEMA;
1;4;2016;6;C3;NA;NA;NA;NA;1;LEMA;LEMA;
1;4;2016;7;E6;Fly;Diptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;A5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;F1;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;ME;ME;
1;4;2016;7;E1;Fly;Diptera;Syrphidae;Sphaerophoria_sp.;1;BEMA;BEMA;
1;4;2016;7;C1;Fly;Diptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;F4;Fly;Diptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;A1;Fly;Diptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;A2;Beetle;Coleoptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;B4;Beetle;Coleoptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;D5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
1;4;2016;7;A1;Butterfly;Lepidoptera;NA;NA;1;BEMA;BEMA;
1;4;2016;8;C2;Fly;Diptera;Syrphidae;NA;1;BEMA;BEMA;
1;4;2016;8;A4;Beetle;Coleoptera;NA;NA;1;ME;ME;
1;4;2016;8;A4;Beetle;Coleoptera;NA;NA;1;BEMA;BEMA;
1;4;2016;8;D2;Beetle;Coleoptera;NA;NA;1;ME;ME;
1;4;2016;8;C3;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;ME;ME;
1;4;2016;8;A4;Fly;Diptera;Tachinidae;NA;1;ME;ME;
1;4;2016;8;A4;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;ME;ME;
1;4;2016;9;F4;Fly;Diptera;NA;NA;1;BEMA;BEMA;
1;4;2016;9;F5;Fly;Diptera;Syrphidae;Sphaerophoria_sp.;1;SPRU;SPRU;
1;4;2016;9;D4;Fly;Diptera;NA;NA;1;ME;ME;
1;4;2016;9;D6;Beetle;Coleoptera;NA;NA;1;BEMA;BEMA;
7;4;2016;7;A6;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;7;F1;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;7;F6;Butterfly;Lepidoptera;Pieridae;Colias_croceus;1;LEMA;LEMA;
7;4;2016;7;F5;Fly;Diptera;Syrphidae;NA;1;ME;ME;
7;4;2016;7;E5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;7;F5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;7;F5;Fly;Diptera;NA;NA;1;ME;ME;
7;4;2016;7;F3;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;7;E5;Fly;Diptera;Syrphidae;NA;1;BEMA;BEMA;
7;4;2016;7;D6;Fly;Diptera;Syrphidae;NA;1;BEMA;BEMA;
7;4;2016;7;E5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;7;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
7;4;2016;7;E6;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;8;A5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;8;A5;Fly;Diptera;NA;NA;1;ME;ME;
7;4;2016;8;E4;Fly;Diptera;NA;NA;1;ME;ME;
7;4;2016;8;E4;Fly;Diptera;NA;NA;1;ME;ME;
7;4;2016;8;E2;Fly;Diptera;NA;NA;1;ME;ME;
7;4;2016;8;D3;Butterfly;Lepidoptera;Pieridae;Colias_croceus;1;ME;ME;
7;4;2016;8;D1;Fly;Diptera;Bombyliidae;NA;1;CHMI;CHMI;
7;4;2016;8;D3;Beetle;Coleoptera;NA;NA;1;ME;ME;
7;4;2016;8;B4;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;8;F5;Beetle;Coleoptera;NA;NA;1;CHMI;CHMI;
7;4;2016;8;B4;Beetle;Coleoptera;NA;NA;1;BEMA;BEMA;
7;4;2016;8;B4;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;9;B3;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;9;B4;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;9;D4;Bee;Hymenoptera;Apidae;Eucera_sp.;1;ME;ME;
7;4;2016;9;D1;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;9;B3;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;9;B3;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;9;B5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
7;4;2016;9;D5;Fly;Diptera;Sarcophagidae;Sarcophaga_sp.;1;BEMA;BEMA;
7;4;2016;9;D5;Bee;Hymenoptera;Andrenidae;NA;1;ME;ME;
7;4;2016;4;B2;Beetle;Coleoptera;NA;NA;1;SCLA;SCLA;
7;4;2016;4;A4;Bee;Hymenoptera;Andrenidae;NA;1;LEMA;LEMA;
7;4;2016;4;C6;Beetle;Coleoptera;NA;NA;1;ME;ME;
7;4;2016;4;D1;Beetle;Coleoptera;Meloidae;Lagorina_sericea;1;LEMA;LEMA;
7;4;2016;5;A2;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;ME;ME;
