"Day";"Month";"plot";"subplot";"Group";"vis";"Plant";"individuals";"seed";"fruit";"visits";"flowers";"x_coor2";"y_coor2";"neigh_inter.plot";"neigh_intra.plot";"neigh_intra.3m";"neigh_inter.3m";"neigh_inter.1m";"neigh_intra.1m";"neigh_inter.7.5";"neigh_intra.7.5";"flowers2";"visits.flower";"seed.indv"
26;2;9;"E3";"Beetle";3;"CHFU";23;20;12;3;200;318,5;287,5;2383;397;143;523;54;23;2;3;200;0,015;240
26;2;9;"E4";"Beetle";3;"CHFU";17;56;8;3;90;318,5;289;2383;397;148;546;70;17;3;1;90;0,0333333333333333;448
26;2;9;"E4";"Fly";1;"CHFU";17;56;8;1;90;318,5;289;2383;397;148;546;70;17;3;1;90;0,0111111111111111;448
26;2;9;"E5";"Bee";10;"CHFU";13;42;6;10;25;318,5;290,5;2383;397;117;563;63;13;3;0;25;0,4;252
26;2;9;"E5";"Beetle";1;"CHFU";13;42;6;1;25;318,5;290,5;2383;397;117;563;63;13;3;0;25;0,04;252
28;5;1;"B2";"Beetle";10;"LEMA";39;80,5;32;10;NA;2;2;867;1869;379;234;18;39;0;2;0;Inf;2576
28;5;1;"B4";"Beetle";9;"LEMA";63;65;38;9;NA;2;5;867;1869;378;126;20;63;0;3;0;Inf;2470
28;5;1;"B5";"Beetle";8;"LEMA";43;69,3333333333333;18;8;NA;2;6,5;867;1869;393;130;8;43;0;3;0;Inf;1248
28;5;1;"C2";"Beetle";7;"LEMA";32;89,5;43;7;NA;3,5;2;867;1869;465;108;40;32;0;0;0;Inf;3848,5
28;5;1;"C3";"Beetle";6;"LEMA";51;58;14;6;NA;3,5;3,5;867;1869;431;132;12;51;0;3;0;Inf;812
28;5;1;"C4";"Beetle";4;"LEMA";64;59;4;4;NA;3,5;5;867;1869;475;101;10;64;0;3;0;Inf;236
28;5;1;"C5";"Beetle";1;"LEMA";80;67;23;1;NA;3,5;6,5;867;1869;441;104;15;80;1;2;0;Inf;1541
28;5;1;"D2";"Beetle";7;"LEMA";57;75;12;7;NA;5;2;867;1869;466;143;15;57;0;0;0;Inf;900
28;5;1;"D3";"Beetle";3;"LEMA";76;62;4;3;NA;5;3,5;867;1869;401;134;12;76;0;3;0;Inf;248
28;5;1;"D4";"Beetle";7;"LEMA";45;66,5;13;7;NA;5;5;867;1869;499;127;5;45;1;2;0;Inf;864,5
28;5;1;"D5";"Beetle";5;"LEMA";62;65;19;5;NA;5;6,5;867;1869;496;145;17;62;1;3;0;Inf;1235
28;5;1;"E2";"Beetle";8;"LEMA";57;76,5;13;8;NA;6,5;2;867;1869;420;265;13;57;1;2;0;Inf;994,5
28;5;1;"E3";"Beetle";6;"LEMA";46;51,5;17;6;NA;6,5;3,5;867;1869;431;186;16;46;2;2;0;Inf;875,5
28;5;1;"E3";"Fly";3;"LEMA";46;51,5;17;3;NA;6,5;3,5;867;1869;431;186;16;46;2;2;0;Inf;875,5
28;5;1;"E4";"Beetle";5;"LEMA";49;67;20;5;NA;6,5;5;867;1869;465;157;23;49;5;0;0;Inf;1340
28;5;1;"E5";"Beetle";1;"LEMA";71;59;12;1;NA;6,5;6,5;867;1869;467;177;22;71;1;3;0;Inf;708
28;5;1;"E5";"Fly";3;"LEMA";71;59;12;3;NA;6,5;6,5;867;1869;467;177;22;71;1;3;0;Inf;708
28;5;2;"B2";"Beetle";7;"LEMA";74;54;8;7;NA;35;28;1545;2831;529;372;25;74;0;6;0;Inf;432
28;5;2;"B2";"Fly";5;"LEMA";74;54;8;5;NA;35;28;1545;2831;529;372;25;74;0;6;0;Inf;432
28;5;2;"B3";"Beetle";8;"LEMA";65;73;6;8;NA;35;29,5;1545;2831;647;335;41;65;6;0;0;Inf;438
28;5;2;"B4";"Beetle";11;"LEMA";93;50,3333333333333;18;11;NA;35;31;1545;2831;709;344;30;93;8;1;0;Inf;906
28;5;2;"B5";"Beetle";8;"LEMA";80;63;3;8;NA;35;32,5;1545;2831;794;372;46;80;0;2;0;Inf;189
28;5;2;"C2";"Beetle";3;"LEMA";55;80;19;3;NA;36,5;28;1545;2831;527;292;61;55;7;1;0;Inf;1520
28;5;2;"C3";"Beetle";3;"LEMA";50;105,5;4;3;NA;36,5;29,5;1545;2831;554;311;30;50;0;2;0;Inf;422
28;5;2;"C4";"Beetle";3;"LEMA";114;40;10;3;NA;36,5;31;1545;2831;566;284;46;114;10;1;0;Inf;400
28;5;2;"C5";"Bee";2;"PUPA";6;21;5,66666666666667;2;NA;36,5;32,5;4326;50;7;1055;156;6;5;5;0;Inf;119
28;5;2;"C5";"Beetle";5;"LEMA";125;111;6;5;NA;36,5;32,5;1545;2831;643;419;37;125;1;2;0;Inf;666
28;5;2;"D2";"Beetle";5;"LEMA";53;48;9;5;NA;38;28;1545;2831;501;298;56;53;1;2;0;Inf;432
28;5;2;"D3";"Beetle";4;"LEMA";47;32;12;4;NA;38;29,5;1545;2831;509;303;30;47;0;5;0;Inf;384
28;5;2;"D4";"Beetle";4;"LEMA";53;29;6;4;NA;38;31;1545;2831;553;293;22;53;3;5;0;Inf;174
28;5;2;"D5";"Beetle";3;"LEMA";53;57;10;3;NA;38;32,5;1545;2831;668;441;48;53;4;4;0;Inf;570
28;5;2;"E2";"Beetle";6;"LEMA";61;110;14;6;NA;39,5;28;1545;2831;542;247;18;61;1;0;0;Inf;1540
28;5;2;"E3";"Beetle";5;"LEMA";46;155;6;5;NA;39,5;29,5;1545;2831;494;218;37;46;1;1;0;Inf;930
28;5;2;"E4";"Beetle";6;"LEMA";77;18;13;6;NA;39,5;31;1545;2831;545;275;33;77;11;0;0;Inf;234
28;5;2;"E5";"Beetle";3;"LEMA";41;45,5;14;3;NA;39,5;32,5;1545;2831;710;433;32;41;8;0;0;Inf;637
28;5;3;"B2";"Beetle";1;"LEMA";8;58;3;1;NA;80;56;5887;887;82;1481;195;8;9;1;0;Inf;174
28;5;3;"B3";"Beetle";1;"LEMA";10;52,5;14;1;NA;80;57,5;5887;887;122;1452;148;10;3;0;0;Inf;735
28;5;3;"B5";"Beetle";2;"LEMA";28;59,3333333333333;5;2;NA;80;60,5;5887;887;206;1257;221;28;9;0;0;Inf;296,666666666667
28;5;3;"C3";"Beetle";1;"LEMA";11;42;15;1;NA;81,5;57,5;5887;887;102;1530;107;11;3;0;0;Inf;630
28;5;3;"C4";"Beetle";3;"LEMA";10;40;1;3;NA;81,5;59;5887;887;176;1280;232;10;8;0;0;Inf;40
28;5;3;"D2";"Beetle";2;"LEMA";8;58;18;2;NA;83;56;5887;887;90;1429;201;8;1;0;0;Inf;1044
28;5;3;"D3";"Beetle";3;"LEMA";10;58;6,5;3;NA;83;57,5;5887;887;139;1418;225;10;7;0;0;Inf;377
28;5;3;"E2";"Beetle";2;"LEMA";9;58;2;2;NA;84,5;56;5887;887;118;1427;217;9;1;0;0;Inf;116
28;5;3;"E2";"Fly";1;"LEMA";9;58;2;1;NA;84,5;56;5887;887;118;1427;217;9;1;0;0;Inf;116
28;5;3;"E3";"Beetle";1;"LEMA";26;46;16;1;NA;84,5;57,5;5887;887;196;1379;155;26;0;1;0;Inf;736
28;5;3;"E3";"Fly";1;"LEMA";26;46;16;1;NA;84,5;57,5;5887;887;196;1379;155;26;0;1;0;Inf;736
28;5;3;"E5";"Beetle";1;"LEMA";53;67,5;6;1;NA;84,5;60,5;5887;887;383;956;133;53;11;1;0;Inf;405
28;5;5;"B5";"Beetle";1;"LEMA";3;58;1;1;NA;124;158,5;2657;294;50;620;69;3;5;0;0;Inf;58
28;5;5;"C2";"Beetle";1;"LEMA";9;51;1;1;3;125,5;154;2657;294;49;564;71;9;15;0;3;0,333333333333333;51
28;5;5;"C4";"Beetle";3;"LEMA";8;39;4;3;9;125,5;157;2657;294;57;442;59;8;5;0;9;0,333333333333333;156
28;5;5;"C5";"Fly";1;"LEMA";6;13;4;1;0;125,5;158,5;2657;294;53;522;48;6;6;0;0;Inf;52
28;5;5;"D2";"Beetle";1;"LEMA";7;58;1;1;NA;127;154;2657;294;57;572;59;7;8;0;0;Inf;58
28;5;5;"D5";"Beetle";2;"LEMA";9;58;1;2;NA;127;158,5;2657;294;67;556;30;9;8;0;0;Inf;58
28;5;7;"B2";"Beetle";2;"LEMA";28;58;6;2;NA;235;289;6322;1245;252;1436;112;28;2;3;0;Inf;348
28;5;7;"B4";"Beetle";1;"LEMA";42;73;7;1;NA;235;292;6322;1245;285;1667;250;42;2;3;0;Inf;511
28;5;7;"B5";"Beetle";3;"LEMA";7;13;3;3;NA;235;293,5;6322;1245;347;1452;326;7;1;3;0;Inf;39
28;5;7;"C2";"Beetle";1;"LEMA";28;50;5;1;7;236,5;289;6322;1245;207;1080;177;28;4;2;7;0,142857142857143;250
28;5;7;"C3";"Beetle";1;"LEMA";24;58;2;1;6;236,5;290,5;6322;1245;265;1305;122;24;5;2;6;0,166666666666667;116
28;5;7;"C4";"Beetle";2;"LEMA";36;58;2;2;6;236,5;292;6322;1245;308;1443;119;36;4;5;6;0,333333333333333;116
28;5;7;"C5";"Beetle";1;"LEMA";48;49;1;1;0;236,5;293,5;6322;1245;298;1428;106;48;5;3;0;Inf;49
28;5;7;"D5";"Beetle";1;"LEMA";72;58;3;1;NA;238;293,5;6322;1245;333;1145;117;72;13;0;0;Inf;174
28;5;7;"E2";"Beetle";3;"LEMA";32;58;6;3;0;239,5;289;6322;1245;164;1248;186;32;7;1;0;Inf;348
28;5;7;"E4";"Beetle";2;"LEMA";52;58;3;2;0;239,5;292;6322;1245;358;1235;165;52;3;1;0;Inf;174
28;5;8;"B2";"Beetle";3;"LEMA";40;58;5;3;5;274;270;6812;888;228;1405;184;40;3;2;5;0,6;290
28;5;8;"B4";"Bee";1;"PUPA";19;1;4;1;20;274;273;6797;903;225;1639;184;19;0;1;20;0,05;4
28;5;8;"B4";"Beetle";4;"LEMA";31;58;4;4;0;274;273;6812;888;222;1642;172;31;5;0;0;Inf;232
28;5;8;"B5";"Bee";1;"PUPA";8;66;7;1;20;274;274,5;6797;903;268;1581;317;8;0;3;20;0,05;462
28;5;8;"B5";"Beetle";2;"LEMA";7;58;2;2;0;274;274,5;6812;888;169;1680;318;7;17;0;0;Inf;116
28;5;8;"C2";"Beetle";1;"LEMA";31;58;4;1;0;275,5;270;6812;888;290;1354;230;31;8;0;0;Inf;232
28;5;8;"C4";"Beetle";3;"LEMA";42;58;1;3;0;275,5;273;6812;888;218;1486;192;42;5;5;0;Inf;58
28;5;8;"C5";"Beetle";2;"LEMA";14;58;2;2;0;275,5;274,5;6812;888;174;1517;215;14;8;0;0;Inf;116
28;5;8;"D2";"Beetle";1;"LEMA";38;58;4;1;3;277;270;6812;888;235;1571;147;38;1;2;3;0,333333333333333;232
28;5;8;"D2";"Fly";1;"LEMA";38;58;4;1;3;277;270;6812;888;235;1571;147;38;1;2;3;0,333333333333333;232
28;5;8;"D4";"Beetle";2;"LEMA";21;58;7;2;0;277;273;6812;888;191;1566;105;21;6;0;0;Inf;406
28;5;8;"D5";"Beetle";1;"LEMA";25;58;5;1;0;277;274,5;6812;888;182;1570;268;25;11;0;0;Inf;290
28;5;8;"E4";"Beetle";3;"LEMA";26;58;3;3;0;278,5;273;6812;888;143;1382;180;26;4;2;0;Inf;174
28;5;8;"E5";"Fly";3;"LEMA";17;58;11;3;0;278,5;274,5;6812;888;177;1449;202;17;7;0;0;Inf;638
28;5;9;"B2";"Beetle";3;"LEMA";10;58;12;3;NA;314;286;2551;229;55;444;46;10;4;0;0;Inf;696
28;5;9;"B3";"Beetle";1;"LEMA";6;58;15;1;NA;314;287,5;2551;229;64;448;52;6;0;0;0;Inf;870
28;5;9;"B4";"Beetle";8;"LEMA";9;58;4;8;NA;314;289;2551;229;44;492;66;9;4;0;0;Inf;232
28;5;9;"C2";"Beetle";4;"LEMA";17;58;8;4;23;315,5;286;2551;229;66;481;56;17;3;0;23;0,173913043478261;464
28;5;9;"C3";"Beetle";4;"LEMA";7;58;5;4;6;315,5;287,5;2551;229;80;463;58;7;5;0;6;0,666666666666667;290
28;5;9;"C3";"Fly";2;"BEMA";8;4;6;2;0;315,5;287,5;2621;159;29;514;57;8;6;3;0;Inf;24
28;5;9;"C4";"Beetle";4;"LEMA";12;58;7;4;3;315,5;289;2551;229;58;525;58;12;1;0;3;1,33333333333333;406
28;5;9;"D2";"Beetle";4;"LEMA";9;30;9;4;NA;317;286;2551;229;59;600;63;9;4;0;0;Inf;270
28;5;9;"D3";"Beetle";6;"LEMA";4;58;4;6;NA;317;287,5;2551;229;68;526;78;4;4;0;0;Inf;232
28;5;9;"D5";"Beetle";1;"LEMA";8;48;15;1;NA;317;290,5;2551;229;70;546;76;8;1;0;0;Inf;720
28;5;9;"E2";"Fly";3;"LEMA";1;58;2;3;2;318,5;286;2551;229;39;677;93;0;5;0;2;1,5;116
28;5;9;"E3";"Beetle";2;"LEMA";3;58;3;2;0;318,5;287,5;2551;229;33;633;74;3;3;0;0;Inf;174
28;5;9;"E4";"Beetle";1;"LEMA";7;58;10;1;6;318,5;289;2551;229;31;663;80;7;0;0;6;0,166666666666667;580
28;5;9;"E5";"Beetle";3;"LEMA";3;58;5;3;8;318,5;290,5;2551;229;57;623;73;3;2;0;8;0,375;290
29;5;1;"B2";"Beetle";10;"LEMA";39;80,5;32;10;37;2;2;867;1869;379;234;18;39;0;2;37;0,27027027027027;2576
29;5;1;"B4";"Beetle";12;"LEMA";63;65;38;12;30;2;5;867;1869;378;126;20;63;0;3;30;0,4;2470
29;5;1;"B5";"Beetle";9;"LEMA";43;69,3333333333333;18;9;16;2;6,5;867;1869;393;130;8;43;0;3;16;0,5625;1248
29;5;1;"C2";"Beetle";7;"LEMA";32;89,5;43;7;20;3,5;2;867;1869;465;108;40;32;0;0;20;0,35;3848,5
29;5;1;"C3";"Beetle";6;"LEMA";51;58;14;6;31;3,5;3,5;867;1869;431;132;12;51;0;3;31;0,193548387096774;812
29;5;1;"C4";"Beetle";5;"LEMA";64;59;4;5;33;3,5;5;867;1869;475;101;10;64;0;3;33;0,151515151515152;236
29;5;1;"C5";"Beetle";1;"LEMA";80;67;23;1;58;3,5;6,5;867;1869;441;104;15;80;1;2;58;0,0172413793103448;1541
29;5;1;"D2";"Beetle";9;"LEMA";57;75;12;9;28;5;2;867;1869;466;143;15;57;0;0;28;0,321428571428571;900
29;5;1;"D3";"Beetle";5;"LEMA";76;62;4;5;28;5;3,5;867;1869;401;134;12;76;0;3;28;0,178571428571429;248
29;5;1;"D4";"Beetle";12;"LEMA";45;66,5;13;12;20;5;5;867;1869;499;127;5;45;1;2;20;0,6;864,5
29;5;1;"D5";"Beetle";9;"LEMA";62;65;19;9;35;5;6,5;867;1869;496;145;17;62;1;3;35;0,257142857142857;1235
29;5;1;"E2";"Bee";4;"LEMA";57;76,5;13;4;34;6,5;2;867;1869;420;265;13;57;1;2;34;0,117647058823529;994,5
29;5;1;"E2";"Beetle";10;"LEMA";57;76,5;13;10;34;6,5;2;867;1869;420;265;13;57;1;2;34;0,294117647058824;994,5
29;5;1;"E3";"Beetle";7;"LEMA";46;51,5;17;7;47;6,5;3,5;867;1869;431;186;16;46;2;2;47;0,148936170212766;875,5
29;5;1;"E3";"Fly";2;"LEMA";46;51,5;17;2;47;6,5;3,5;867;1869;431;186;16;46;2;2;47;0,0425531914893617;875,5
29;5;1;"E4";"Beetle";5;"LEMA";49;67;20;5;35;6,5;5;867;1869;465;157;23;49;5;0;35;0,142857142857143;1340
29;5;1;"E5";"Beetle";3;"LEMA";71;59;12;3;37;6,5;6,5;867;1869;467;177;22;71;1;3;37;0,0810810810810811;708
29;5;1;"E5";"Fly";3;"LEMA";71;59;12;3;37;6,5;6,5;867;1869;467;177;22;71;1;3;37;0,0810810810810811;708
29;5;2;"B2";"Beetle";8;"LEMA";74;54;8;8;37;35;28;1545;2831;529;372;25;74;0;6;37;0,216216216216216;432
29;5;2;"B2";"Fly";5;"LEMA";74;54;8;5;37;35;28;1545;2831;529;372;25;74;0;6;37;0,135135135135135;432
29;5;2;"B3";"Beetle";10;"LEMA";65;73;6;10;20;35;29,5;1545;2831;647;335;41;65;6;0;20;0,5;438
29;5;2;"B4";"Beetle";15;"LEMA";93;50,3333333333333;18;15;50;35;31;1545;2831;709;344;30;93;8;1;50;0,3;906
29;5;2;"B5";"Beetle";12;"LEMA";80;63;3;12;36;35;32,5;1545;2831;794;372;46;80;0;2;36;0,333333333333333;189
29;5;2;"C2";"Beetle";4;"LEMA";55;80;19;4;31;36,5;28;1545;2831;527;292;61;55;7;1;31;0,129032258064516;1520
29;5;2;"C3";"Beetle";5;"LEMA";50;105,5;4;5;27;36,5;29,5;1545;2831;554;311;30;50;0;2;27;0,185185185185185;422
29;5;2;"C4";"Beetle";4;"LEMA";114;40;10;4;35;36,5;31;1545;2831;566;284;46;114;10;1;35;0,114285714285714;400
29;5;2;"C5";"Bee";2;"LEMA";125;111;6;2;7;36,5;32,5;1545;2831;643;419;37;125;1;2;7;0,285714285714286;666
29;5;2;"C5";"Bee";2;"PUPA";6;21;5,66666666666667;2;20;36,5;32,5;4326;50;7;1055;156;6;5;5;20;0,1;119
29;5;2;"C5";"Beetle";6;"LEMA";125;111;6;6;7;36,5;32,5;1545;2831;643;419;37;125;1;2;7;0,857142857142857;666
29;5;2;"D2";"Bee";2;"CETE";26;111;6;2;35;38;28;3927;449;82;717;83;26;7;1;35;0,0571428571428571;666
29;5;2;"D2";"Bee";1;"LEMA";53;48;9;1;30;38;28;1545;2831;501;298;56;53;1;2;30;0,0333333333333333;432
29;5;2;"D2";"Beetle";6;"LEMA";53;48;9;6;30;38;28;1545;2831;501;298;56;53;1;2;30;0,2;432
29;5;2;"D3";"Beetle";4;"LEMA";47;32;12;4;27;38;29,5;1545;2831;509;303;30;47;0;5;27;0,148148148148148;384
29;5;2;"D4";"Beetle";4;"LEMA";53;29;6;4;27;38;31;1545;2831;553;293;22;53;3;5;27;0,148148148148148;174
29;5;2;"D5";"Bee";1;"LEMA";53;57;10;1;15;38;32,5;1545;2831;668;441;48;53;4;4;15;0,0666666666666667;570
29;5;2;"D5";"Beetle";4;"LEMA";53;57;10;4;15;38;32,5;1545;2831;668;441;48;53;4;4;15;0,266666666666667;570
29;5;2;"E2";"Beetle";8;"LEMA";61;110;14;8;26;39,5;28;1545;2831;542;247;18;61;1;0;26;0,307692307692308;1540
29;5;2;"E3";"Beetle";6;"LEMA";46;155;6;6;27;39,5;29,5;1545;2831;494;218;37;46;1;1;27;0,222222222222222;930
29;5;2;"E4";"Bee";2;"CETE";11;111;5;2;90;39,5;31;3927;449;82;738;99;11;3;6;90;0,0222222222222222;555
29;5;2;"E4";"Beetle";8;"LEMA";77;18;13;8;17;39,5;31;1545;2831;545;275;33;77;11;0;17;0,470588235294118;234
29;5;2;"E5";"Bee";1;"LEMA";41;45,5;14;1;20;39,5;32,5;1545;2831;710;433;32;41;8;0;20;0,05;637
29;5;2;"E5";"Beetle";6;"LEMA";41;45,5;14;6;20;39,5;32,5;1545;2831;710;433;32;41;8;0;20;0,3;637
29;5;2;"E5";"Fly";2;"CETE";7;111;5;2;56;39,5;32,5;3927;449;111;1032;66;7;8;0;56;0,0357142857142857;555
29;5;3;"B2";"Beetle";2;"LEMA";8;58;3;2;5;80;56;5887;887;82;1481;195;8;9;1;5;0,4;174
29;5;3;"B3";"Beetle";2;"LEMA";10;52,5;14;2;6;80;57,5;5887;887;122;1452;148;10;3;0;6;0,333333333333333;735
29;5;3;"B5";"Bee";1;"LEMA";28;59,3333333333333;5;1;7;80;60,5;5887;887;206;1257;221;28;9;0;7;0,142857142857143;296,666666666667
29;5;3;"B5";"Beetle";2;"LEMA";28;59,3333333333333;5;2;7;80;60,5;5887;887;206;1257;221;28;9;0;7;0,285714285714286;296,666666666667
29;5;3;"C2";"Beetle";3;"LEMA";14;53;2;3;6;81,5;56;5887;887;67;1473;145;14;5;1;6;0,5;106
29;5;3;"C3";"Beetle";5;"LEMA";11;42;15;5;4;81,5;57,5;5887;887;102;1530;107;11;3;0;4;1,25;630
29;5;3;"C4";"Beetle";5;"LEMA";10;40;1;5;18;81,5;59;5887;887;176;1280;232;10;8;0;18;0,277777777777778;40
29;5;3;"C5";"Beetle";1;"LEMA";39;58;10;1;38;81,5;60,5;5887;887;235;1408;99;39;4;1;38;0,0263157894736842;580
29;5;3;"D2";"Bee";1;"LEMA";8;58;18;1;6;83;56;5887;887;90;1429;201;8;1;0;6;0,166666666666667;1044
29;5;3;"D2";"Beetle";3;"LEMA";8;58;18;3;6;83;56;5887;887;90;1429;201;8;1;0;6;0,5;1044
29;5;3;"D3";"Beetle";4;"LEMA";10;58;6,5;4;7;83;57,5;5887;887;139;1418;225;10;7;0;7;0,571428571428571;377
29;5;3;"D5";"Bee";6;"PUPA";9;103;31,5;6;30;83;60,5;6684;90;21;1545;123;9;15;4;30;0,2;3244,5
29;5;3;"D5";"Beetle";2;"LEMA";36;35;4;2;29;83;60,5;5887;887;293;1273;96;36;4;2;29;0,0689655172413793;140
29;5;3;"E2";"Beetle";4;"LEMA";9;58;2;4;18;84,5;56;5887;887;118;1427;217;9;1;0;18;0,222222222222222;116
29;5;3;"E2";"Fly";1;"LEMA";9;58;2;1;18;84,5;56;5887;887;118;1427;217;9;1;0;18;0,0555555555555556;116
29;5;3;"E2";"Fly";1;"PUPA";6;40;20,5;1;9;84,5;56;6684;90;5;1540;220;6;13;0;9;0,111111111111111;820
29;5;3;"E3";"Beetle";2;"LEMA";26;46;16;2;20;84,5;57,5;5887;887;196;1379;155;26;0;1;20;0,1;736
29;5;3;"E3";"Fly";1;"LEMA";26;46;16;1;20;84,5;57,5;5887;887;196;1379;155;26;0;1;20;0,05;736
29;5;3;"E4";"Beetle";3;"LEMA";37;58;9;3;27;84,5;59;5887;887;314;1113;152;37;4;2;27;0,111111111111111;522
29;5;3;"E5";"Beetle";2;"LEMA";53;67,5;6;2;14;84,5;60,5;5887;887;383;956;133;53;11;1;14;0,142857142857143;405
29;5;5;"B4";"Beetle";1;"LEMA";12;58;2;1;NA;124;157;2657;294;46;592;45;12;7;0;0;Inf;116
29;5;5;"B5";"Beetle";3;"LEMA";3;58;1;3;NA;124;158,5;2657;294;50;620;69;3;5;0;0;Inf;58
29;5;5;"C2";"Beetle";1;"LEMA";9;51;1;1;NA;125,5;154;2657;294;49;564;71;9;15;0;0;Inf;51
29;5;5;"C4";"Beetle";3;"LEMA";8;39;4;3;NA;125,5;157;2657;294;57;442;59;8;5;0;0;Inf;156
29;5;5;"D2";"Beetle";4;"LEMA";7;58;1;4;NA;127;154;2657;294;57;572;59;7;8;0;0;Inf;58
29;5;5;"D5";"Beetle";2;"LEMA";9;58;1;2;NA;127;158,5;2657;294;67;556;30;9;8;0;0;Inf;58
29;5;7;"B2";"Beetle";2;"LEMA";28;58;6;2;NA;235;289;6322;1245;252;1436;112;28;2;3;0;Inf;348
29;5;7;"B3";"Beetle";1;"LEMA";20;58;5;1;NA;235;290,5;6322;1245;293;1577;175;20;5;3;0;Inf;290
29;5;7;"B4";"Beetle";2;"LEMA";42;73;7;2;NA;235;292;6322;1245;285;1667;250;42;2;3;0;Inf;511
29;5;7;"B5";"Beetle";3;"LEMA";7;13;3;3;NA;235;293,5;6322;1245;347;1452;326;7;1;3;0;Inf;39
29;5;7;"C2";"Beetle";1;"LEMA";28;50;5;1;NA;236,5;289;6322;1245;207;1080;177;28;4;2;0;Inf;250
29;5;7;"C3";"Beetle";1;"LEMA";24;58;2;1;NA;236,5;290,5;6322;1245;265;1305;122;24;5;2;0;Inf;116
29;5;7;"C4";"Bee";3;"LEMA";36;58;2;3;NA;236,5;292;6322;1245;308;1443;119;36;4;5;0;Inf;116
29;5;7;"C4";"Beetle";3;"LEMA";36;58;2;3;NA;236,5;292;6322;1245;308;1443;119;36;4;5;0;Inf;116
29;5;7;"C5";"Beetle";1;"LEMA";48;49;1;1;NA;236,5;293,5;6322;1245;298;1428;106;48;5;3;0;Inf;49
29;5;7;"D5";"Beetle";1;"LEMA";72;58;3;1;NA;238;293,5;6322;1245;333;1145;117;72;13;0;0;Inf;174
29;5;7;"E2";"Beetle";6;"LEMA";32;58;6;6;NA;239,5;289;6322;1245;164;1248;186;32;7;1;0;Inf;348
29;5;7;"E4";"Beetle";3;"LEMA";52;58;3;3;NA;239,5;292;6322;1245;358;1235;165;52;3;1;0;Inf;174
29;5;7;"E5";"Beetle";1;"LEMA";52;58;2;1;NA;239,5;293,5;6322;1245;363;1385;177;52;0;4;0;Inf;116
29;5;8;"B2";"Beetle";5;"LEMA";40;58;5;5;NA;274;270;6812;888;228;1405;184;40;3;2;0;Inf;290
29;5;8;"B3";"Beetle";2;"LEMA";72;48;4;2;NA;274;271,5;6812;888;233;1387;113;72;4;0;0;Inf;192
29;5;8;"B4";"Bee";1;"PUPA";19;1;4;1;NA;274;273;6797;903;225;1639;184;19;0;1;0;Inf;4
29;5;8;"B4";"Beetle";4;"LEMA";31;58;4;4;NA;274;273;6812;888;222;1642;172;31;5;0;0;Inf;232
29;5;8;"B5";"Bee";1;"PUPA";8;66;7;1;NA;274;274,5;6797;903;268;1581;317;8;0;3;0;Inf;462
29;5;8;"B5";"Beetle";2;"LEMA";7;58;2;2;NA;274;274,5;6812;888;169;1680;318;7;17;0;0;Inf;116
29;5;8;"C2";"Beetle";1;"LEMA";31;58;4;1;NA;275,5;270;6812;888;290;1354;230;31;8;0;0;Inf;232
29;5;8;"C3";"Beetle";1;"LEMA";24;58;3;1;NA;275,5;271,5;6812;888;299;1334;104;24;3;0;0;Inf;174
29;5;8;"C4";"Bee";2;"LEMA";42;58;1;2;NA;275,5;273;6812;888;218;1486;192;42;5;5;0;Inf;58
29;5;8;"C4";"Beetle";4;"LEMA";42;58;1;4;NA;275,5;273;6812;888;218;1486;192;42;5;5;0;Inf;58
29;5;8;"C5";"Beetle";3;"LEMA";14;58;2;3;NA;275,5;274,5;6812;888;174;1517;215;14;8;0;0;Inf;116
29;5;8;"D2";"Beetle";1;"LEMA";38;58;4;1;NA;277;270;6812;888;235;1571;147;38;1;2;0;Inf;232
29;5;8;"D4";"Beetle";2;"LEMA";21;58;7;2;NA;277;273;6812;888;191;1566;105;21;6;0;0;Inf;406
29;5;8;"D5";"Beetle";1;"LEMA";25;58;5;1;NA;277;274,5;6812;888;182;1570;268;25;11;0;0;Inf;290
29;5;8;"E3";"Beetle";1;"LEMA";19;58;4;1;NA;278,5;271,5;6812;888;165;1099;214;19;7;0;0;Inf;232
29;5;8;"E4";"Beetle";3;"LEMA";26;58;3;3;NA;278,5;273;6812;888;143;1382;180;26;4;2;0;Inf;174
29;5;8;"E5";"Beetle";1;"LEMA";17;58;11;1;NA;278,5;274,5;6812;888;177;1449;202;17;7;0;0;Inf;638
29;5;8;"E5";"Fly";3;"LEMA";17;58;11;3;NA;278,5;274,5;6812;888;177;1449;202;17;7;0;0;Inf;638
29;5;9;"B2";"Beetle";4;"LEMA";10;58;12;4;NA;314;286;2551;229;55;444;46;10;4;0;0;Inf;696
29;5;9;"B3";"Beetle";3;"LEMA";6;58;15;3;NA;314;287,5;2551;229;64;448;52;6;0;0;0;Inf;870
29;5;9;"B4";"Beetle";8;"LEMA";9;58;4;8;NA;314;289;2551;229;44;492;66;9;4;0;0;Inf;232
29;5;9;"C2";"Beetle";4;"LEMA";17;58;8;4;NA;315,5;286;2551;229;66;481;56;17;3;0;0;Inf;464
29;5;9;"C3";"Beetle";4;"LEMA";7;58;5;4;NA;315,5;287,5;2551;229;80;463;58;7;5;0;0;Inf;290
29;5;9;"C4";"Beetle";6;"LEMA";12;58;7;6;NA;315,5;289;2551;229;58;525;58;12;1;0;0;Inf;406
